Date	County	Rooms	Rooms Occupied	Trailers Requested	Trailers Delivered	Donated Trailers Delivered
5/26/2020	Fresno County	305	250	28	28	
5/26/2020	Glenn County					
5/26/2020	Humboldt County	74	46	15		
5/26/2020	Imperial County	132	132	37		
5/26/2020	Inyo County					
5/26/2020	Kern County			15	15	
5/26/2020	Kings County	41	40			
5/26/2020	Lake County	15				
5/26/2020	Lassen County					
5/26/2020	Los Angeles County	4,233	2,801	651	651	
5/26/2020	Madera County	17	17			
5/26/2020	Marin County	191	115	44		
5/26/2020	Mariposa County	44	12			
5/26/2020	Mendocino County	190	151			
5/26/2020	Merced County	112	74			
5/26/2020	Modoc County					
5/26/2020	Mono County					
5/26/2020	Monterey County	142	98	108	15	
5/26/2020	Napa County	97	49	18	12	
5/26/2020	Nevada County	70				
5/26/2020	Orange County	666	413	78	78	
5/26/2020	Placer County	73	44	12	12	
5/26/2020	Plumas County	14	14			
5/26/2020	Riverside County	334	334	15	15	
5/26/2020	Sacramento County	423	385	63	63	
5/26/2020	San Benito County	67	52			
5/26/2020	San Bernardino County	50	37	20		20
5/26/2020	San Diego County	1,617	286	44	44	
5/26/2020	San Francisco County	2,678	1,057	91	91	
5/26/2020	San Joaquin County	76	49			
5/26/2020	San Luis Obispo County	155		14	14	
5/26/2020	San Mateo County	167	167			
5/26/2020	Santa Barbara County	146	123			
5/26/2020	Santa Clara County	689	439	105	105	
5/26/2020	Santa Cruz County	118	93	35		
5/26/2020	Shasta County	30	27			
5/26/2020	Sierra County					
5/26/2020	Siskiyou County					
5/26/2020	Solano County	238	37			
5/26/2020	Sonoma County	157	82			
5/26/2020	Stanislaus County	122	97			
5/26/2020	Sutter County	19	19			
5/26/2020	Tehama County					
5/26/2020	Trinity County					
5/26/2020	Tulare County	113	43			
5/26/2020	Tuolumne County	50				
5/26/2020	Ventura County	388	324			
5/26/2020	Wilton Rancheria Tribe					
5/26/2020	Yolo County	245	220			
5/26/2020	Yuba County	33	18			
5/27/2020	Alameda County	533	437	91	91	
5/27/2020	Alpine County					
5/27/2020	Amador County					
5/27/2020	Bishop Paiute Tribal Council					
5/27/2020	Butte County	118	118			
5/27/2020	Calaveras County	73	23			
5/27/2020	Colusa County					
5/27/2020	Contra Costa County	568	375			
5/27/2020	Del Norte County	20				
5/27/2020	El Dorado County	26	13			
5/27/2020	Fresno County	305	250	28	28	
5/27/2020	Glenn County					
5/27/2020	Humboldt County	74	43	15		
5/27/2020	Imperial County	132	132	37		
5/27/2020	Inyo County					
5/27/2020	Kern County			15	15	
5/27/2020	Kings County	41	40			
5/27/2020	Lake County	15				
5/27/2020	Lassen County					
5/27/2020	Los Angeles County	4,233	2,867	651	651	
5/27/2020	Madera County	17	17			
5/27/2020	Marin County	189	109	44		
5/27/2020	Mariposa County	44	12			
5/27/2020	Mendocino County	191	153			
5/27/2020	Merced County	112	74			
5/27/2020	Modoc County					
5/27/2020	Mono County					
5/27/2020	Monterey County	142	98	108	15	
5/27/2020	Napa County	97	49	18	12	
5/27/2020	Nevada County	70				
5/27/2020	Orange County	666	433	78	78	
5/27/2020	Placer County	73	40	12	12	
5/27/2020	Plumas County	14	14			
5/27/2020	Riverside County	330	330	15	15	
5/27/2020	Sacramento County	423	371	63	63	
5/27/2020	San Benito County	67	64			
5/27/2020	San Bernardino County	50	37	20		20
5/27/2020	San Diego County	1,617	275	44	44	
5/27/2020	San Francisco County	2,678	1,070	91	91	
5/27/2020	San Joaquin County	76	50			
5/27/2020	San Luis Obispo County	155		14	14	
5/27/2020	San Mateo County	166	166			
5/27/2020	Santa Barbara County	145	123			
5/27/2020	Santa Clara County	689	447	105	105	
5/27/2020	Santa Cruz County	118	99	35		
5/27/2020	Shasta County	30	28			
5/27/2020	Sierra County					
5/27/2020	Siskiyou County					
5/27/2020	Solano County	238	44			
5/27/2020	Sonoma County	157	82			
5/27/2020	Stanislaus County	122	97			
5/27/2020	Sutter County	19	19			
5/27/2020	Tehama County					
5/27/2020	Trinity County					
5/27/2020	Tulare County	113	47			
5/27/2020	Tuolumne County	50				
5/27/2020	Ventura County	388	320			
5/27/2020	Wilton Rancheria Tribe					
5/27/2020	Yolo County	245	219			
5/27/2020	Yuba County	22	18			
5/28/2020	Alameda County	533	430	91	91	
5/28/2020	Alpine County					
5/28/2020	Amador County					
5/28/2020	Bishop Paiute Tribal Council					
5/28/2020	Butte County	118	118			
5/28/2020	Calaveras County	73	23			
5/28/2020	Colusa County					
5/28/2020	Contra Costa County	568	391			
5/28/2020	Del Norte County	20	11			
5/28/2020	El Dorado County	26	13			
5/28/2020	Fresno County	305	250	28	28	
5/28/2020	Glenn County					
5/28/2020	Humboldt County	74	44	15		
5/28/2020	Imperial County	132	132	37		
5/28/2020	Inyo County					
5/28/2020	Kern County			15	15	
5/28/2020	Kings County	41	40			
5/28/2020	Lake County	15				
5/28/2020	Lassen County					
5/28/2020	Los Angeles County	4,233	2,980	651	651	
5/28/2020	Madera County	17	17			
5/28/2020	Marin County	189	109	44		
5/28/2020	Mariposa County	44	12			
5/28/2020	Mendocino County	191	153			
5/28/2020	Merced County	112	74			
5/28/2020	Modoc County					
5/28/2020	Mono County					
5/28/2020	Monterey County	142	98	108	15	
5/28/2020	Napa County	97	49	18	12	
5/28/2020	Nevada County	70				
5/28/2020	Orange County	666	452	78	78	
5/28/2020	Placer County	73	40	12	12	
5/28/2020	Plumas County	14	14			
5/28/2020	Riverside County	329	329	15	15	
5/28/2020	Sacramento County	423	371	63	63	
5/28/2020	San Benito County	67	63			
5/28/2020	San Bernardino County	50	37	20		20
5/28/2020	San Diego County	1,617	277	44	44	
5/28/2020	San Francisco County	2,678	1,081	91	91	
5/28/2020	San Joaquin County	76	50			
5/28/2020	San Luis Obispo County	155		14	14	
5/28/2020	San Mateo County	163	163			
5/28/2020	Santa Barbara County	142	121			
5/28/2020	Santa Clara County	689	447	105	105	
5/28/2020	Santa Cruz County	118	99	35		
5/28/2020	Shasta County	30	28			
5/28/2020	Sierra County					
5/28/2020	Siskiyou County					
5/28/2020	Solano County	238	44			
5/28/2020	Sonoma County	157	82			
5/28/2020	Stanislaus County	121	96			
5/28/2020	Sutter County	19	19			
5/28/2020	Tehama County					
5/28/2020	Trinity County					
5/28/2020	Tulare County	113	51			
5/28/2020	Tuolumne County	50				
5/28/2020	Ventura County	388	320			
5/28/2020	Wilton Rancheria Tribe					
5/28/2020	Yolo County	245	219			
5/28/2020	Yuba County	23	17			
5/29/2020	Alameda County	533	430	91	91	
5/29/2020	Alpine County					
5/29/2020	Amador County					
5/29/2020	Bishop Paiute Tribal Council					
5/29/2020	Butte County	123	123			
5/29/2020	Calaveras County	73	23			
5/29/2020	Colusa County					
5/29/2020	Contra Costa County	568	409			
5/29/2020	Del Norte County	20	11			
5/29/2020	El Dorado County	26	13			
5/29/2020	Fresno County	305	250	28	28	
5/29/2020	Glenn County					
5/29/2020	Humboldt County	74	44	15		
5/29/2020	Imperial County	132	132	37		
5/29/2020	Inyo County					
5/29/2020	Kern County			15	15	
5/29/2020	Kings County	41	40			
5/29/2020	Lake County	15				
5/29/2020	Lassen County					
5/29/2020	Los Angeles County	4,229	3,072	651	651	
5/29/2020	Madera County	17	17			
5/29/2020	Marin County	190	109	44		
5/29/2020	Mariposa County	44				
5/29/2020	Mendocino County	191	153			
5/29/2020	Merced County	112	74			
5/29/2020	Modoc County					
5/29/2020	Mono County					
5/29/2020	Monterey County	142	98	108	15	
5/29/2020	Napa County	97	49	18	12	
5/29/2020	Nevada County	70				
5/29/2020	Orange County	666	470	78	78	
5/29/2020	Placer County	73	40	12	12	
5/29/2020	Plumas County	14	14			
5/29/2020	Riverside County	334	334	15	15	
5/29/2020	Sacramento County	423	371	63	63	
5/29/2020	San Benito County	67	50			
5/29/2020	San Bernardino County	50	37	20		20
5/29/2020	San Diego County	1,617	276	44	44	
5/29/2020	San Francisco County	2,809	1,154	91	91	
5/29/2020	San Joaquin County	76	52			
5/29/2020	San Luis Obispo County	155		14	14	
5/29/2020	San Mateo County	166	166			
5/29/2020	Santa Barbara County	141	121			
5/29/2020	Santa Clara County	649	442	105	105	
5/29/2020	Santa Cruz County	118	99	35		
5/29/2020	Shasta County	35	27			
5/29/2020	Sierra County					
5/29/2020	Siskiyou County					
5/29/2020	Solano County	198	53			
5/29/2020	Sonoma County	157	82			
5/29/2020	Stanislaus County	121	96			
5/29/2020	Sutter County	19	19			
5/29/2020	Tehama County					
5/29/2020	Trinity County					
5/29/2020	Tulare County	113	51			
5/29/2020	Tuolumne County	50				
5/29/2020	Ventura County	388	320			
5/29/2020	Wilton Rancheria Tribe					
5/29/2020	Yolo County	245	214			
5/29/2020	Yuba County	28	16			
6/1/2020	Alameda County	533	430	91	91	
6/1/2020	Alpine County					
6/1/2020	Amador County					
6/1/2020	Bishop Paiute Tribal Council					
6/1/2020	Butte County	119	119			
6/1/2020	Calaveras County	73	25			
6/1/2020	Colusa County					
6/1/2020	Contra Costa County	568	419			
6/1/2020	Del Norte County	20	13			
6/1/2020	El Dorado County	26	13			
6/1/2020	Fresno County	305	250	28	28	
6/1/2020	Glenn County					
6/1/2020	Humboldt County	74	44	15		
6/1/2020	Imperial County	132	132	37		
6/1/2020	Inyo County					
6/1/2020	Kern County			15	15	
6/1/2020	Kings County	41	41			
6/1/2020	Lake County	15				
6/1/2020	Lassen County					
6/1/2020	Los Angeles County	4,229	3,072	651	651	
6/1/2020	Madera County	17	17			
6/1/2020	Marin County	190	114	44		
6/1/2020	Mariposa County	44				
6/1/2020	Mendocino County	191	153			
6/1/2020	Merced County	112	74			
6/1/2020	Modoc County					
6/1/2020	Mono County					
6/1/2020	Monterey County	142	98	108	15	
6/1/2020	Napa County	97	53	18	12	
6/1/2020	Nevada County	70				
6/1/2020	Orange County	666	474	78	78	
6/1/2020	Placer County	73	40	12	12	
6/1/2020	Plumas County	14	14			
6/1/2020	Riverside County	339	339	15	15	
6/1/2020	Sacramento County	423	371	63	63	
6/1/2020	San Benito County	67	50			
6/1/2020	San Bernardino County	50	37	20		20
6/1/2020	San Diego County	1,617	272	44	44	
6/1/2020	San Francisco County	2,809	1,154	91	91	
6/1/2020	San Joaquin County	76	52			
6/1/2020	San Luis Obispo County	155		14	14	
6/1/2020	San Mateo County	166	166			
6/1/2020	Santa Barbara County	141	140			
6/1/2020	Santa Clara County	649	442	105	105	
6/1/2020	Santa Cruz County	118	99	35		
6/1/2020	Shasta County	35	27			
6/1/2020	Sierra County					
6/1/2020	Siskiyou County					
6/1/2020	Solano County	198	54			
6/1/2020	Sonoma County	157	82			
6/1/2020	Stanislaus County	121	96			
6/1/2020	Sutter County	19	19			
6/1/2020	Tehama County					
6/1/2020	Trinity County					
6/1/2020	Tulare County	113	51			
6/1/2020	Tuolumne County	50	34			
6/1/2020	Ventura County	388	314			
6/1/2020	Wilton Rancheria Tribe					
6/1/2020	Yolo County	245	216			
6/1/2020	Yuba County	28	16			
6/2/2020	Alameda County	533	420	91	91	
6/2/2020	Alpine County					
6/2/2020	Amador County					
6/2/2020	Bishop Paiute Tribal Council					
6/2/2020	Butte County	119	119			
6/2/2020	Calaveras County	73	25			
6/2/2020	Colusa County					
6/2/2020	Contra Costa County	567	421			
6/2/2020	Del Norte County	20	13			
6/2/2020	El Dorado County	26	13			
6/2/2020	Fresno County	305	250	28	28	
6/2/2020	Glenn County					
6/2/2020	Humboldt County	74	41	15		
6/2/2020	Imperial County	126	93	37		
6/2/2020	Inyo County					
6/2/2020	Kern County		15	15	15	
6/2/2020	Kings County	41	41			
6/2/2020	Lake County	15				
6/2/2020	Lassen County					
6/2/2020	Los Angeles County	4,320	3,265	651	651	
6/2/2020	Madera County	17	17			
6/2/2020	Marin County	190	116	44		
6/2/2020	Mariposa County	44				
6/2/2020	Mendocino County	187	147			
6/2/2020	Merced County	112	74			
6/2/2020	Modoc County					
6/2/2020	Mono County					
6/2/2020	Monterey County	142	98	108	15	
6/2/2020	Napa County	97	49	18	12	
6/2/2020	Nevada County	70				
6/2/2020	Orange County	666	481	78	78	
6/2/2020	Placer County	73	40	12	12	
6/2/2020	Plumas County	14	14			
6/2/2020	Riverside County	342	342	15	15	
6/2/2020	Sacramento County	423	390	63	63	
6/2/2020	San Benito County	67	59			
6/2/2020	San Bernardino County	50	37	20		20
6/2/2020	San Diego County	1,617	273	44	44	
6/2/2020	San Francisco County	2,253	1,176	91	91	
6/2/2020	San Joaquin County	76	54			
6/2/2020	San Luis Obispo County	155		14	14	
6/2/2020	San Mateo County	163	163			
6/2/2020	Santa Barbara County	132	130			
6/2/2020	Santa Clara County	649	456	105	105	
6/2/2020	Santa Cruz County	118	108	35		
6/2/2020	Shasta County	35	27			
6/2/2020	Sierra County					
6/2/2020	Siskiyou County					
6/2/2020	Solano County	203	66			
6/2/2020	Sonoma County	157	52			
6/2/2020	Stanislaus County	122	97			
6/2/2020	Sutter County	19	19			
6/2/2020	Tehama County					
6/2/2020	Trinity County					
6/2/2020	Tulare County	113	55			
6/2/2020	Tuolumne County	50	34			
6/2/2020	Ventura County	388	312			
6/2/2020	Wilton Rancheria Tribe					
6/2/2020	Yolo County	245	216			
6/2/2020	Yuba County	28	16			
6/3/2020	Alameda County	533	421	91	91	
6/3/2020	Alpine County					
6/3/2020	Amador County					
6/3/2020	Bishop Paiute Tribal Council					
6/3/2020	Butte County	122	122			
6/3/2020	Calaveras County	73	25			
6/3/2020	Colusa County					
6/3/2020	Contra Costa County	567	421			
6/3/2020	Del Norte County	20	14			
6/3/2020	El Dorado County	26	17			
6/3/2020	Fresno County	305	250	28	28	
6/3/2020	Glenn County					
6/3/2020	Humboldt County	74	44	15		
6/3/2020	Imperial County	126	93	37		
6/3/2020	Inyo County					
6/3/2020	Kern County		15	15	15	
6/3/2020	Kings County	41	41			
6/3/2020	Lake County	15				
6/3/2020	Lassen County					
6/3/2020	Los Angeles County	4,320	3,312	651	651	
6/3/2020	Madera County	17	17			
6/3/2020	Marin County	190	123	44		
6/3/2020	Mariposa County	44				
6/3/2020	Mendocino County	187	147			
6/3/2020	Merced County	112	74			
6/3/2020	Modoc County					
6/3/2020	Mono County					
6/3/2020	Monterey County	142	98	108	15	
6/3/2020	Napa County	97	49	18	12	
6/3/2020	Nevada County	70				
6/3/2020	Orange County	666	477	78	78	
6/3/2020	Placer County	73	40	12	12	
6/3/2020	Plumas County	14	14			
6/3/2020	Riverside County	350	350	15	15	
6/3/2020	Sacramento County	423	397	63	63	
6/3/2020	San Benito County	67	59			
6/3/2020	San Bernardino County	50	37	20		20
6/3/2020	San Diego County	1,617	268	44	44	
6/3/2020	San Francisco County	2,253	1,200	91	91	
6/3/2020	San Joaquin County	76	54			
6/3/2020	San Luis Obispo County	155		14	14	
6/3/2020	San Mateo County	164	164			
6/3/2020	Santa Barbara County	129	126			
6/3/2020	Santa Clara County	674	462	105	105	
6/3/2020	Santa Cruz County	118	107	35		
6/3/2020	Shasta County	35	27			
6/3/2020	Sierra County					
6/3/2020	Siskiyou County					
6/3/2020	Solano County	203	66			
6/3/2020	Sonoma County	157	52			
6/3/2020	Stanislaus County	123	96			
6/3/2020	Sutter County	19	19			
6/3/2020	Tehama County					
6/3/2020	Trinity County					
6/3/2020	Tulare County	113	56			
6/3/2020	Tuolumne County	50	34			
6/3/2020	Ventura County	388	312			
6/3/2020	Wilton Rancheria Tribe					
6/3/2020	Yolo County	245	211			
6/3/2020	Yuba County	28	16			
6/4/2020	Alameda County	533	421	91	91	
6/4/2020	Alpine County					
6/4/2020	Amador County					
6/4/2020	Bishop Paiute Tribal Council					
6/4/2020	Butte County	122	122			
6/4/2020	Calaveras County	73	25			
6/4/2020	Colusa County					
6/4/2020	Contra Costa County	568	429			
6/4/2020	Del Norte County	20	14			
6/4/2020	El Dorado County	26	17			
6/4/2020	Fresno County	305	250	28	28	
6/4/2020	Glenn County					
6/4/2020	Humboldt County	74	47	15		
6/4/2020	Imperial County	126	96	37		
6/4/2020	Inyo County					
6/4/2020	Kern County		15	15	15	
6/4/2020	Kings County	41	40			
6/4/2020	Lake County	15				
6/4/2020	Lassen County					
6/4/2020	Los Angeles County	4,320	3,345	651	651	
6/4/2020	Madera County	17	17			
6/4/2020	Marin County	195	131	44		
6/4/2020	Mariposa County	44				
6/4/2020	Mendocino County	180	141			
6/4/2020	Merced County	112	74			
6/4/2020	Modoc County					
6/4/2020	Mono County					
6/4/2020	Monterey County	142	98	108	15	
6/4/2020	Napa County	97	49	18	12	
6/4/2020	Nevada County	70				
6/4/2020	Orange County	666	475	78	78	
6/4/2020	Placer County	73	40	12	12	
6/4/2020	Plumas County					
6/4/2020	Riverside County	355	355	15	15	
6/4/2020	Sacramento County	423	397	63	63	
6/4/2020	San Benito County	97	70			
6/4/2020	San Bernardino County	50	37	20		20
6/4/2020	San Diego County	1,617	268	44	44	
6/4/2020	San Francisco County	2,253	1,223	91	91	
6/4/2020	San Joaquin County	76	58			
6/4/2020	San Luis Obispo County	155		14	14	
6/4/2020	San Mateo County	165	165			
6/4/2020	Santa Barbara County	128	124			
6/4/2020	Santa Clara County	674	462	105	105	
6/4/2020	Santa Cruz County	118	107	35		
6/4/2020	Shasta County	35	27			
6/4/2020	Sierra County					
6/4/2020	Siskiyou County					
6/4/2020	Solano County	203	74			
6/4/2020	Sonoma County	157	52			
6/4/2020	Stanislaus County	123	96			
6/4/2020	Sutter County	19	19			
6/4/2020	Tehama County					
6/4/2020	Trinity County					
6/4/2020	Tulare County	113	58			
6/4/2020	Tuolumne County	50	34			
6/4/2020	Ventura County	388	314			
6/4/2020	Wilton Rancheria Tribe					
6/4/2020	Yolo County	245	212			
6/4/2020	Yuba County	15	15			
6/5/2020	Alameda County	533	415	91	91	
6/5/2020	Alpine County					
6/5/2020	Amador County					
6/5/2020	Bishop Paiute Tribal Council					
6/5/2020	Butte County	122	122			
6/5/2020	Calaveras County	73	25			
6/5/2020	Colusa County					
6/5/2020	Contra Costa County	568	437			
6/5/2020	Del Norte County	20	16			
6/5/2020	El Dorado County	26	17			
6/5/2020	Fresno County	305	250	28	28	
6/5/2020	Glenn County					
6/5/2020	Humboldt County	74	46	15		
6/5/2020	Imperial County	126	100	37		
6/5/2020	Inyo County					
6/5/2020	Kern County		15	15	15	
6/5/2020	Kings County	41	40			
6/5/2020	Lake County	15				
6/5/2020	Lassen County					
6/5/2020	Los Angeles County	4,320	3,381	651	651	
6/5/2020	Madera County	17	17			
6/5/2020	Marin County	195	129	44		
6/5/2020	Mariposa County	44				
6/5/2020	Mendocino County	184	145			
6/5/2020	Merced County	112	74			
6/5/2020	Modoc County					
6/5/2020	Mono County					
6/5/2020	Monterey County	142	98	108	15	
6/5/2020	Napa County	97	49	18	12	
6/5/2020	Nevada County	70				
6/5/2020	Orange County	666	492	78	78	
6/5/2020	Placer County	73	40	12	12	
6/5/2020	Plumas County					
6/5/2020	Riverside County	365	365	15	15	
6/5/2020	Sacramento County	423	397	63	63	
6/5/2020	San Benito County	97	70			
6/5/2020	San Bernardino County	50	37	20		20
6/5/2020	San Diego County	1,617	265	44	44	
6/5/2020	San Francisco County	2,253	1,239	91	91	
6/5/2020	San Joaquin County	76	57			
6/5/2020	San Luis Obispo County	155		14	14	
6/5/2020	San Mateo County	164	164			
6/5/2020	Santa Barbara County	128	123			
6/5/2020	Santa Clara County	674	459	105	105	
6/5/2020	Santa Cruz County	149	121	35		
6/5/2020	Shasta County	35	27			
6/5/2020	Sierra County					
6/5/2020	Siskiyou County					
6/5/2020	Solano County	205	89			
6/5/2020	Sonoma County	157	52			
6/5/2020	Stanislaus County	125	93			
6/5/2020	Sutter County	19	19			
6/5/2020	Tehama County					
6/5/2020	Trinity County					
6/5/2020	Tulare County	113	67			
6/5/2020	Tuolumne County	50	34			
6/5/2020	Ventura County	388	313			
6/5/2020	Wilton Rancheria Tribe					
6/5/2020	Yolo County	245	212			
6/5/2020	Yuba County	15	15			
6/8/2020	Alameda County	652	442	91	91	
6/8/2020	Alpine County					
6/8/2020	Amador County					
6/8/2020	Bishop Paiute Tribal Council					
6/8/2020	Butte County	122	122			
6/8/2020	Calaveras County	73	25			
6/8/2020	Colusa County					
6/8/2020	Contra Costa County	568	430			
6/8/2020	Del Norte County	20	17			
6/8/2020	El Dorado County	26	18			
6/8/2020	Fresno County	305	250	28	28	
6/8/2020	Glenn County					
6/8/2020	Humboldt County	74	44	15		
6/8/2020	Imperial County	126	102	37		
6/8/2020	Inyo County					
6/8/2020	Kern County		15	15	15	
6/8/2020	Kings County	41	41			
6/8/2020	Lake County	15				
6/8/2020	Lassen County					
6/8/2020	Los Angeles County	4,320	3,422	651	651	
6/8/2020	Madera County	17	17			
6/8/2020	Marin County	195	129	44		
6/8/2020	Mariposa County	44				
6/8/2020	Mendocino County	184	145			
6/8/2020	Merced County	112	74			
6/8/2020	Modoc County					
6/8/2020	Mono County					
6/8/2020	Monterey County	142	98	108	15	
6/8/2020	Napa County	97	49	18	12	
6/8/2020	Nevada County	70				
6/8/2020	Orange County	666	503	78	78	
6/8/2020	Placer County	73	40	12	12	
6/8/2020	Plumas County					
6/8/2020	Riverside County	365	365	15	15	
6/8/2020	Sacramento County	423	397	63	63	
6/8/2020	San Benito County	97	73			
6/8/2020	San Bernardino County	50	37	20		20
6/8/2020	San Diego County	1,617	250	44	44	
6/8/2020	San Francisco County	2,253	1,225	91	91	
6/8/2020	San Joaquin County	76	60			
6/8/2020	San Luis Obispo County	155		14	14	
6/8/2020	San Mateo County	165	165			
6/8/2020	Santa Barbara County	128	124			
6/8/2020	Santa Clara County	674	450	105	105	
6/8/2020	Santa Cruz County	149	122	35		
6/8/2020	Shasta County	35	27			
6/8/2020	Sierra County					
6/8/2020	Siskiyou County					
6/8/2020	Solano County	208	91			
6/8/2020	Sonoma County	157	52			
6/8/2020	Stanislaus County	128	95			
6/8/2020	Sutter County	19	19			
6/8/2020	Tehama County					
6/8/2020	Trinity County					
6/8/2020	Tulare County	113	68			
6/8/2020	Tuolumne County	50	34			
6/8/2020	Ventura County	388	315			
6/8/2020	Wilton Rancheria Tribe					
6/8/2020	Yolo County	245	212			
6/8/2020	Yuba County	15	15			
6/9/2020	Alameda County	652	436	91	91	
6/9/2020	Alpine County					
6/9/2020	Amador County					
6/9/2020	Bishop Paiute Tribal Council					
6/9/2020	Butte County	122	122			
6/9/2020	Calaveras County	73	25			
6/9/2020	Colusa County					
6/9/2020	Contra Costa County	568	421			
6/9/2020	Del Norte County	20	18			
6/9/2020	El Dorado County	26	17			
6/9/2020	Fresno County	305	250	28	28	
6/9/2020	Glenn County					
6/9/2020	Humboldt County	74	44	15		
6/9/2020	Imperial County	126	102	37		
6/9/2020	Inyo County					
6/9/2020	Kern County		15	15	15	
6/9/2020	Kings County	41	41			
6/9/2020	Lake County	15				
6/9/2020	Lassen County					
6/9/2020	Los Angeles County	4,320	3,413	651	651	
6/9/2020	Madera County	17	17			
6/9/2020	Marin County	200	124	44		
6/9/2020	Mariposa County	44				
6/9/2020	Mendocino County	184	145			
6/9/2020	Merced County	112	74			
6/9/2020	Modoc County					
6/9/2020	Mono County					
6/9/2020	Monterey County	142	98	108	15	
6/9/2020	Napa County	97	49	18	12	
6/9/2020	Nevada County	70				
6/9/2020	Orange County	666	489	78	78	
6/9/2020	Placer County	73	47	12	12	
6/9/2020	Plumas County					
6/9/2020	Riverside County	363	363	15	15	
6/9/2020	Sacramento County	423	397	63	63	
6/9/2020	San Benito County	97	87			
6/9/2020	San Bernardino County	50	37	20		20
6/9/2020	San Diego County	1,617	246	44	44	
6/9/2020	San Francisco County	2,253	1,239	91	91	
6/9/2020	San Joaquin County	76	60			
6/9/2020	San Luis Obispo County	155		14	14	
6/9/2020	San Mateo County	162	162			
6/9/2020	Santa Barbara County	128	119			
6/9/2020	Santa Clara County	674	455	105	105	
6/9/2020	Santa Cruz County	149	126	35		
6/9/2020	Shasta County	35	27			
6/9/2020	Sierra County					
6/9/2020	Siskiyou County					
6/9/2020	Solano County	208	100			
6/9/2020	Sonoma County	157	52			
6/9/2020	Stanislaus County	128	92			
6/9/2020	Sutter County	19	19			
6/9/2020	Tehama County					
6/9/2020	Trinity County					
6/9/2020	Tulare County	113	77			
6/9/2020	Tuolumne County	50	34			
6/9/2020	Ventura County	388	310			
6/9/2020	Wilton Rancheria Tribe					
6/9/2020	Yolo County	245	213			
6/9/2020	Yuba County	15	15			
6/10/2020	Alameda County	652	395	91	91	
6/10/2020	Alpine County					
6/10/2020	Amador County					
6/10/2020	Bishop Paiute Tribal Council					
6/10/2020	Butte County	122	122			
6/10/2020	Calaveras County	73	25			
6/10/2020	Colusa County					
6/10/2020	Contra Costa County	568	425			
6/10/2020	Del Norte County	20	18			
6/10/2020	El Dorado County	26	17			
6/10/2020	Fresno County	305	250	28	28	
6/10/2020	Glenn County					
6/10/2020	Humboldt County	74	44	15		
6/10/2020	Imperial County	126	102	37		
6/10/2020	Inyo County					
6/10/2020	Kern County	15	15	15	15	
6/10/2020	Kings County	41	41			
6/10/2020	Lake County	15				
6/10/2020	Lassen County					
6/10/2020	Los Angeles County	4,320	3,435	651	651	
6/10/2020	Madera County	17	17			
6/10/2020	Marin County	200	124	44		
6/10/2020	Mariposa County	44				
6/10/2020	Mendocino County	184	145			
6/10/2020	Merced County	112	74			
6/10/2020	Modoc County					
6/10/2020	Mono County					
6/10/2020	Monterey County	142	98	108	15	
6/10/2020	Napa County	97	49	18	12	
6/10/2020	Nevada County	70				
6/10/2020	Orange County	666	489	78	78	
6/10/2020	Placer County	73	47	12	12	
6/10/2020	Plumas County					
6/10/2020	Riverside County	374	374	15	15	
6/10/2020	Sacramento County	525	401	63	63	
6/10/2020	San Benito County	97	86			
6/10/2020	San Bernardino County	50	37	20		20
6/10/2020	San Diego County	1,617	247	44	44	
6/10/2020	San Francisco County	2,253	1,250	91	91	
6/10/2020	San Joaquin County	76	62			
6/10/2020	San Luis Obispo County	155		14	14	
6/10/2020	San Mateo County	163	163			
6/10/2020	Santa Barbara County	128	121			
6/10/2020	Santa Clara County	674	450	105	105	
6/10/2020	Santa Cruz County	149	127	35		
6/10/2020	Shasta County	35	27			
6/10/2020	Sierra County					
6/10/2020	Siskiyou County					
6/10/2020	Solano County	210	112			
6/10/2020	Sonoma County	157	52			
6/10/2020	Stanislaus County	127	91			
6/10/2020	Sutter County	20	20			
6/10/2020	Tehama County					
6/10/2020	Trinity County					
6/10/2020	Tulare County	113	77			
6/10/2020	Tuolumne County	50	34			
6/10/2020	Ventura County	388	302			
6/10/2020	Wilton Rancheria Tribe					
6/10/2020	Yolo County	245	213			
6/10/2020	Yuba County	12	12			
6/11/2020	Alameda County	652	395	91	91	
6/11/2020	Alpine County					
6/11/2020	Amador County					
6/11/2020	Bishop Paiute Tribal Council					
6/11/2020	Butte County	122	122			
6/11/2020	Calaveras County	73	25			
6/11/2020	Colusa County					
6/11/2020	Contra Costa County	568	421			
6/11/2020	Del Norte County	20	20			
6/11/2020	El Dorado County	46	18			
6/11/2020	Fresno County	305	250	28	28	
6/11/2020	Glenn County					
6/11/2020	Humboldt County	74	47	15		
6/11/2020	Imperial County	126	104	37		
6/11/2020	Inyo County					
6/11/2020	Kern County	17	17	15	15	
6/11/2020	Kings County	41	41			
6/11/2020	Lake County	15				
6/11/2020	Lassen County					
6/11/2020	Los Angeles County	4,320	3,466	651	651	
6/11/2020	Madera County	17	17			
6/11/2020	Marin County	200	127	44		
6/11/2020	Mariposa County	44				
6/11/2020	Mendocino County	182	139			
6/11/2020	Merced County	112	74			
6/11/2020	Modoc County					
6/11/2020	Mono County					
6/11/2020	Monterey County	142	98	108	15	
6/11/2020	Napa County	97	49	18	12	
6/11/2020	Nevada County	70				
6/11/2020	Orange County	666	505	78	78	
6/11/2020	Placer County	73	47	12	12	
