Date	County	Rooms	Rooms Occupied	Trailers Requested	Trailers Delivered	Donated Trailers Delivered
6/17/2022	Modoc County					
6/17/2022	Mono County					
6/17/2022	Monterey County	83	83	108	15	
6/17/2022	Napa County	19	16	18	12	
6/17/2022	Nevada County	35	22			
6/17/2022	Northern Circle	15	15			
6/17/2022	Orange County	150	13	78	78	
6/17/2022	Placer County	85	28	12	12	
6/17/2022	Plumas County					
6/17/2022	Riverside County	127	127	15	15	
6/17/2022	Sacramento County	382	268	63	63	
6/17/2022	San Benito County					
6/17/2022	San Bernardino Coun	686	673	20		20
6/17/2022	San Diego County	171	168	44	44	
6/17/2022	San Francisco Count	1,654	1,014	91	91	
6/17/2022	San Joaquin County					
6/17/2022	San Luis Obispo Cou	109		14	14	
6/17/2022	San Mateo County	51	38			
6/17/2022	Santa Barbara Count	17				
6/17/2022	Santa Clara County	228	80	105	12	
6/17/2022	Santa Cruz County	55	44	35		12
6/17/2022	Shasta County					
6/17/2022	Sierra County					
6/17/2022	Siskiyou County					
6/17/2022	Solano County					
6/17/2022	Sonoma County	74	72	24	24	
6/17/2022	Stanislaus County					
6/17/2022	Sutter County	23				
6/17/2022	Tehama County					
6/17/2022	Trinity County					
6/17/2022	Tulare County	117	30			
6/17/2022	Tuolumne County	37	37			
6/17/2022	Ventura County	270	264			
6/17/2022	Wilton Rancheria Tr					
6/17/2022	Yolo County	70	68			
6/17/2022	Yuba County					
6/24/2022	Alameda County	767	344	91	91	
6/24/2022	Alpine County					
6/24/2022	Amador County					
6/24/2022	Bishop Paiute Triba					
6/24/2022	Butte County					
6/24/2022	Calaveras County	30				
6/24/2022	Colusa County					
6/24/2022	Contra Costa County	304	202			
6/24/2022	Del Norte County	36	28			
6/24/2022	El Dorado County	26	20			
6/24/2022	Fresno County	67	39	28	28	
6/24/2022	Glenn County					
6/24/2022	Hoopa Valley Tribe					
6/24/2022	Humboldt County			15		
6/24/2022	Imperial County			80	79	
6/24/2022	Inyo County	13				
6/24/2022	Kern County			15	15	
6/24/2022	Kings County	65	54			
6/24/2022	Lake County					
6/24/2022	Lassen County					
6/24/2022	Los Angeles County	1,965	1,201	651	651	
6/24/2022	Madera County					
6/24/2022	Marin County			44		
6/24/2022	Mariposa County					
6/24/2022	Mendocino County	29	29			
6/24/2022	Merced County					
6/24/2022	Modoc County					
6/24/2022	Mono County					
6/24/2022	Monterey County	83	83	108	15	
6/24/2022	Napa County	19	16	18	12	
6/24/2022	Nevada County	35	22			
6/24/2022	Northern Circle	15	15			
6/24/2022	Orange County	150	12	78	78	
6/24/2022	Placer County	85	28	12	12	
6/24/2022	Plumas County					
6/24/2022	Riverside County	110	110	15	15	
6/24/2022	Sacramento County	382	268	63	63	
6/24/2022	San Benito County					
6/24/2022	San Bernardino Coun	686	673	20		20
6/24/2022	San Diego County	171	168	44	44	
6/24/2022	San Francisco Count	1,654	1,014	91	91	
6/24/2022	San Joaquin County					
6/24/2022	San Luis Obispo Cou	109		14	14	
6/24/2022	San Mateo County	51	38			
6/24/2022	Santa Barbara Count	21	15			
6/24/2022	Santa Clara County	228	72	105	12	
6/24/2022	Santa Cruz County	55	44	35		12
6/24/2022	Shasta County					
6/24/2022	Sierra County					
6/24/2022	Siskiyou County					
6/24/2022	Solano County					
6/24/2022	Sonoma County	74	72	24	24	
6/24/2022	Stanislaus County					
6/24/2022	Sutter County	23				
6/24/2022	Tehama County					
6/24/2022	Trinity County					
6/24/2022	Tulare County	117	30			
6/24/2022	Tuolumne County	37	37			
6/24/2022	Ventura County	270	267			
6/24/2022	Wilton Rancheria Tr					
6/24/2022	Yolo County	66	61			
6/24/2022	Yuba County					
7/1/2022	Alameda County	767	349	91	91	
7/1/2022	Alpine County					
7/1/2022	Amador County					
7/1/2022	Bishop Paiute Triba					
7/1/2022	Butte County					
7/1/2022	Calaveras County	30				
7/1/2022	Colusa County					
7/1/2022	Contra Costa County	310	174			
7/1/2022	Del Norte County	36	28			
7/1/2022	El Dorado County	26	20			
7/1/2022	Fresno County	67	39	28	28	
7/1/2022	Glenn County					
7/1/2022	Hoopa Valley Tribe					
7/1/2022	Humboldt County			15		
7/1/2022	Imperial County			80	79	
7/1/2022	Inyo County	13				
7/1/2022	Kern County			15	15	
7/1/2022	Kings County	65	55			
7/1/2022	Lake County					
7/1/2022	Lassen County					
7/1/2022	Los Angeles County	1,256	1,125	651	651	
7/1/2022	Madera County					
7/1/2022	Marin County			44		
7/1/2022	Mariposa County					
7/1/2022	Mendocino County	29	29			
7/1/2022	Merced County					
7/1/2022	Modoc County					
7/1/2022	Mono County					
7/1/2022	Monterey County	83	83	108	15	
7/1/2022	Napa County	19	13	18	12	
7/1/2022	Nevada County	35	22			
7/1/2022	Northern Circle	15	15			
7/1/2022	Orange County	150	22	78	78	
7/1/2022	Placer County	85	28	12	12	
7/1/2022	Plumas County					
7/1/2022	Riverside County	112	112	15	15	
7/1/2022	Sacramento County	382	268	63	63	
7/1/2022	San Benito County					
7/1/2022	San Bernardino Coun	686	673	20		20
7/1/2022	San Diego County	160	160	44	44	
7/1/2022	San Francisco Count	1,654	984	91	91	
7/1/2022	San Joaquin County					
7/1/2022	San Luis Obispo Cou	109		14	14	
7/1/2022	San Mateo County	51	41			
7/1/2022	Santa Barbara Count	19	13			
7/1/2022	Santa Clara County	228	64	105	12	
7/1/2022	Santa Cruz County			35		12
7/1/2022	Shasta County					
7/1/2022	Sierra County					
7/1/2022	Siskiyou County					
7/1/2022	Solano County					
7/1/2022	Sonoma County	74	72	24	24	
7/1/2022	Stanislaus County					
7/1/2022	Sutter County	23				
7/1/2022	Tehama County					
7/1/2022	Trinity County					
7/1/2022	Tulare County	117	30			
7/1/2022	Tuolumne County	37	37			
7/1/2022	Ventura County	270	267			
7/1/2022	Wilton Rancheria Tr					
7/1/2022	Yolo County	67	63			
7/1/2022	Yuba County					
7/8/2022	Alameda County	767	349	91	91	
7/8/2022	Alpine County					
7/8/2022	Amador County					
7/8/2022	Bishop Paiute Triba					
7/8/2022	Butte County					
7/8/2022	Calaveras County	30				
7/8/2022	Colusa County					
7/8/2022	Contra Costa County	310	174			
7/8/2022	Del Norte County	36	28			
7/8/2022	El Dorado County	26	20			
7/8/2022	Fresno County	40	33	28	28	
7/8/2022	Glenn County					
7/8/2022	Hoopa Valley Tribe					
7/8/2022	Humboldt County			15		
7/8/2022	Imperial County			80	79	
7/8/2022	Inyo County	13				
7/8/2022	Kern County			15	15	
7/8/2022	Kings County	65	55			
7/8/2022	Lake County					
7/8/2022	Lassen County					
7/8/2022	Los Angeles County	1,256	1,096	651	651	
7/8/2022	Madera County					
7/8/2022	Marin County			44		
7/8/2022	Mariposa County					
7/8/2022	Mendocino County	31	31			
7/8/2022	Merced County					
7/8/2022	Modoc County					
7/8/2022	Mono County					
7/8/2022	Monterey County	83	83	108	15	
7/8/2022	Napa County	19	13	18	12	
7/8/2022	Nevada County	35	22			
7/8/2022	Northern Circle	15	15			
7/8/2022	Orange County	150	22	78	78	
7/8/2022	Placer County	85	28	12	12	
7/8/2022	Plumas County					
7/8/2022	Riverside County	112	112	15	15	
7/8/2022	Sacramento County	382	247	63	63	
7/8/2022	San Benito County					
7/8/2022	San Bernardino Coun	686	673	20		20
7/8/2022	San Diego County	160	160	44	44	
7/8/2022	San Francisco Count	1,654	958	91	91	
7/8/2022	San Joaquin County					
7/8/2022	San Luis Obispo Cou	109		14	14	
7/8/2022	San Mateo County	51	41			
7/8/2022	Santa Barbara Count	19	13			
7/8/2022	Santa Clara County	228	30	105	12	
7/8/2022	Santa Cruz County			35		12
7/8/2022	Shasta County					
7/8/2022	Sierra County					
7/8/2022	Siskiyou County					
7/8/2022	Solano County					
7/8/2022	Sonoma County	74	72	24	24	
7/8/2022	Stanislaus County					
7/8/2022	Sutter County	19				
7/8/2022	Tehama County					
7/8/2022	Trinity County					
7/8/2022	Tulare County	117	30			
7/8/2022	Tuolumne County	37	37			
7/8/2022	Ventura County	270	267			
7/8/2022	Wilton Rancheria Tr					
7/8/2022	Yolo County	89	86			
7/8/2022	Yuba County					
7/15/2022						
7/15/2022	Alameda County	767	339	91	91	
7/15/2022	Alpine County					
7/15/2022	Amador County					
7/15/2022	Bishop Paiute Triba					
7/15/2022	Butte County					
7/15/2022	Calaveras County	30				
7/15/2022	Colusa County					
7/15/2022	Contra Costa County	310	174			
7/15/2022	Del Norte County	36	26			
7/15/2022	El Dorado County	26	20			
7/15/2022	Fresno County	40	33	28	28	
7/15/2022	Glenn County					
7/15/2022	Hoopa Valley Tribe					
7/15/2022	Humboldt County			15		
7/15/2022	Imperial County			80	79	
7/15/2022	Inyo County	13				
7/15/2022	Kern County			15	15	
7/15/2022	Kings County	65	53			
7/15/2022	Lake County					
7/15/2022	Lassen County					
7/15/2022	Los Angeles County	1,256	1,096	651	651	
7/15/2022	Madera County					
7/15/2022	Marin County			44		
7/15/2022	Mariposa County					
7/15/2022	Mendocino County	31	31			
7/15/2022	Merced County					
7/15/2022	Modoc County					
7/15/2022	Mono County					
7/15/2022	Monterey County	77	77	108	15	
7/15/2022	Napa County			18	12	
7/15/2022	Nevada County	35	22			
7/15/2022	Northern Circle	15	15			
7/15/2022	Orange County	150	35	78	78	
7/15/2022	Placer County	85	28	12	12	
7/15/2022	Plumas County					
7/15/2022	Riverside County	105	105	15	15	
7/15/2022	Sacramento County	382	247	63	63	
7/15/2022	San Benito County					
7/15/2022	San Bernardino Coun	686	673	20		20
7/15/2022	San Diego County	160	160	44	44	
7/15/2022	San Francisco Count	1,654	936	91	91	
7/15/2022	San Joaquin County					
7/15/2022	San Luis Obispo Cou	109		14	14	
7/15/2022	San Mateo County	51	41			
7/15/2022	Santa Barbara Count	19	13			
7/15/2022	Santa Clara County	221	55	105	12	
7/15/2022	Santa Cruz County			35		12
7/15/2022	Shasta County					
7/15/2022	Sierra County					
7/15/2022	Siskiyou County					
7/15/2022	Solano County					
7/15/2022	Sonoma County	74	72	24	24	
7/15/2022	Stanislaus County					
7/15/2022	Sutter County	19				
7/15/2022	Tehama County					
7/15/2022	Trinity County					
7/15/2022	Tulare County	117	30			
7/15/2022	Tuolumne County	37	37			
7/15/2022	Ventura County	270	267			
7/15/2022	Wilton Rancheria Tr					
7/15/2022	Yolo County	75	72			
7/15/2022	Yuba County					
7/22/2022	Alameda County	767	323	91	91	
7/22/2022	Alpine County					
7/22/2022	Amador County					
7/22/2022	Bishop Paiute Triba					
7/22/2022	Butte County					
7/22/2022	Calaveras County	30				
7/22/2022	Colusa County					
7/22/2022	Contra Costa County	310	174			
7/22/2022	Del Norte County	36	26			
7/22/2022	El Dorado County	26	20			
7/22/2022	Fresno County	40	33	28	28	
7/22/2022	Glenn County					
7/22/2022	Hoopa Valley Tribe					
7/22/2022	Humboldt County			15		
7/22/2022	Imperial County			80	79	
7/22/2022	Inyo County	13				
7/22/2022	Kern County			15	15	
7/22/2022	Kings County	65	53			
7/22/2022	Lake County					
7/22/2022	Lassen County					
7/22/2022	Los Angeles County	1,256	1,093	651	651	
7/22/2022	Madera County					
7/22/2022	Marin County			44		
7/22/2022	Mariposa County					
7/22/2022	Mendocino County	31	31			
7/22/2022	Merced County					
7/22/2022	Modoc County					
7/22/2022	Mono County					
7/22/2022	Monterey County	77	77	108	15	
7/22/2022	Napa County			18	12	
7/22/2022	Nevada County	35	22			
7/22/2022	Northern Circle	15	15			
7/22/2022	Orange County	150	33	78	78	
7/22/2022	Placer County	85	28	12	12	
7/22/2022	Plumas County					
7/22/2022	Riverside County	105	105	15	15	
7/22/2022	Sacramento County	220	167	63	63	
7/22/2022	San Benito County					
7/22/2022	San Bernardino Coun	686	673	20		20
7/22/2022	San Diego County	160	160	44	44	
7/22/2022	San Francisco Count	1,654	936	91	91	
7/22/2022	San Joaquin County					
7/22/2022	San Luis Obispo Cou	109		14	14	
7/22/2022	San Mateo County	51	41			
7/22/2022	Santa Barbara Count	19	13			
7/22/2022	Santa Clara County	221	55	105	12	
7/22/2022	Santa Cruz County			35		12
7/22/2022	Shasta County					
7/22/2022	Sierra County					
7/22/2022	Siskiyou County					
7/22/2022	Solano County					
7/22/2022	Sonoma County	74	72	24	24	
7/22/2022	Stanislaus County					
7/22/2022	Sutter County	19				
7/22/2022	Tehama County					
7/22/2022	Trinity County					
7/22/2022	Tulare County	117	26			
7/22/2022	Tuolumne County	37	37			
7/22/2022	Ventura County	270	267			
7/22/2022	Wilton Rancheria Tr					
7/22/2022	Yolo County	71	69			
7/22/2022	Yuba County					
7/29/2022	Alameda County	669	318	91	91	
7/29/2022	Alpine County					
7/29/2022	Amador County					
7/29/2022	Bishop Paiute Triba					
7/29/2022	Butte County					
7/29/2022	Calaveras County	30				
7/29/2022	Colusa County					
7/29/2022	Contra Costa County	310	174			
7/29/2022	Del Norte County	37	27			
7/29/2022	El Dorado County	26	20			
7/29/2022	Fresno County	40	33	28	28	
7/29/2022	Glenn County					
7/29/2022	Hoopa Valley Tribe					
7/29/2022	Humboldt County			15		
7/29/2022	Imperial County			80	79	
7/29/2022	Inyo County	13				
7/29/2022	Kern County			15	15	
7/29/2022	Kings County	65	53			
7/29/2022	Lake County					
7/29/2022	Lassen County					
7/29/2022	Los Angeles County	1,004	916	651	651	
7/29/2022	Madera County					
7/29/2022	Marin County			44		
7/29/2022	Mariposa County					
7/29/2022	Mendocino County	31	31			
7/29/2022	Merced County					
7/29/2022	Modoc County					
7/29/2022	Mono County					
7/29/2022	Monterey County	77	77	108	15	
7/29/2022	Napa County			18	12	
7/29/2022	Nevada County	35	22			
7/29/2022	Northern Circle	15	15			
7/29/2022	Orange County	150	16	78	78	
7/29/2022	Placer County	85	28	12	12	
7/29/2022	Plumas County					
7/29/2022	Riverside County	100	100	15	15	
7/29/2022	Sacramento County	220	167	63	63	
7/29/2022	San Benito County					
7/29/2022	San Bernardino Coun	686	673	20		20
7/29/2022	San Diego County	160	160	44	44	
7/29/2022	San Francisco Count	1,613	913	91	91	
7/29/2022	San Joaquin County					
7/29/2022	San Luis Obispo Cou	109		14	14	
7/29/2022	San Mateo County	51	40			
7/29/2022	Santa Barbara Count	19	13			
7/29/2022	Santa Clara County	221	55	105	12	
7/29/2022	Santa Cruz County			35		12
7/29/2022	Shasta County					
7/29/2022	Sierra County					
7/29/2022	Siskiyou County					
7/29/2022	Solano County					
7/29/2022	Sonoma County	74	72	24	24	
7/29/2022	Stanislaus County					
7/29/2022	Sutter County	19				
7/29/2022	Tehama County					
7/29/2022	Trinity County					
7/29/2022	Tulare County	32	26			
7/29/2022	Tuolumne County	37	37			
7/29/2022	Ventura County	270	267			
7/29/2022	Wilton Rancheria Tr					
7/29/2022	Yolo County	67	66			
7/29/2022	Yuba County					
8/5/2022	Alameda County	669	305	91	91	
8/5/2022	Alpine County					
8/5/2022	Amador County					
8/5/2022	Bishop Paiute Triba					
8/5/2022	Butte County					
8/5/2022	Calaveras County	30				
8/5/2022	Colusa County					
8/5/2022	Contra Costa County	304	187			
8/5/2022	Del Norte County	39	28			
8/5/2022	El Dorado County	26	20			
8/5/2022	Fresno County	116	96	28	28	
8/5/2022	Glenn County					
8/5/2022	Hoopa Valley Tribe					
8/5/2022	Humboldt County			15		
8/5/2022	Imperial County			80	79	
8/5/2022	Inyo County	13				
8/5/2022	Kern County			15	15	
8/5/2022	Kings County	65	53			
8/5/2022	Lake County					
8/5/2022	Lassen County					
8/5/2022	Los Angeles County	1,004	890	651	651	
8/5/2022	Madera County					
8/5/2022	Marin County			44		
8/5/2022	Mariposa County					
8/5/2022	Mendocino County	31	31			
8/5/2022	Merced County					
8/5/2022	Modoc County					
8/5/2022	Mono County					
8/5/2022	Monterey County	57	57	108	15	
8/5/2022	Napa County			18	12	
8/5/2022	Nevada County					
8/5/2022	Northern Circle	15	15			
8/5/2022	Orange County	150	15	78	78	
8/5/2022	Placer County	85	28	12	12	
8/5/2022	Plumas County					
8/5/2022	Riverside County	99	96	15	15	
8/5/2022	Sacramento County	220	165	63	63	
8/5/2022	San Benito County					
8/5/2022	San Bernardino Coun	130	109	20		20
8/5/2022	San Diego County	160	160	44	44	
8/5/2022	San Francisco Count	1,613	888	91	91	
8/5/2022	San Joaquin County					
8/5/2022	San Luis Obispo Cou	109		14	14	
8/5/2022	San Mateo County	51	40			
8/5/2022	Santa Barbara Count	19	13			
8/5/2022	Santa Clara County	221	55	105	12	
8/5/2022	Santa Cruz County			35		12
8/5/2022	Shasta County					
8/5/2022	Sierra County					
8/5/2022	Siskiyou County					
8/5/2022	Solano County					
8/5/2022	Sonoma County	74	72	24	24	
8/5/2022	Stanislaus County					
8/5/2022	Sutter County	19				
8/5/2022	Tehama County					
8/5/2022	Trinity County					
8/5/2022	Tulare County	32	26			
8/5/2022	Tuolumne County	37	37			
8/5/2022	Ventura County	270	267			
8/5/2022	Wilton Rancheria Tr					
8/5/2022	Yolo County	72	71			
8/5/2022	Yuba County					
8/12/2022	Alameda County	669	305	91	91	
8/12/2022	Alpine County					
8/12/2022	Amador County					
8/12/2022	Bishop Paiute Triba					
8/12/2022	Butte County					
8/12/2022	Calaveras County	30				
8/12/2022	Colusa County					
8/12/2022	Contra Costa County	304	189			
8/12/2022	Del Norte County	37	26			
8/12/2022	El Dorado County	26				
8/12/2022	Fresno County	116	96	28	28	
8/12/2022	Glenn County					
8/12/2022	Hoopa Valley Tribe					
8/12/2022	Humboldt County			15		
8/12/2022	Imperial County			80	79	
8/12/2022	Inyo County	13				
8/12/2022	Kern County			15	15	
8/12/2022	Kings County	65	53			
8/12/2022	Lake County					
8/12/2022	Lassen County					
8/12/2022	Los Angeles County	1,004	872	651	651	
8/12/2022	Madera County					
8/12/2022	Marin County			44		
8/12/2022	Mariposa County					
8/12/2022	Mendocino County	31	31			
8/12/2022	Merced County					
8/12/2022	Modoc County					
8/12/2022	Mono County					
8/12/2022	Monterey County	55	55	108	15	
8/12/2022	Napa County			18	12	
8/12/2022	Nevada County					
8/12/2022	Northern Circle	15	15			
8/12/2022	Orange County	150	14	78	78	
8/12/2022	Placer County	85	28	12	12	
8/12/2022	Plumas County					
8/12/2022	Riverside County	99	99	15	15	
8/12/2022	Sacramento County	220	165	63	63	
8/12/2022	San Benito County					
8/12/2022	San Bernardino Coun	130	109	20		20
8/12/2022	San Diego County	160	160	44	44	
8/12/2022	San Francisco Count	1,613	878	91	91	
8/12/2022	San Joaquin County					
8/12/2022	San Luis Obispo Cou	109		14	14	
8/12/2022	San Mateo County	72	59			
8/12/2022	Santa Barbara Count					
8/12/2022	Santa Clara County	221	55	105	12	
8/12/2022	Santa Cruz County			35		12
8/12/2022	Shasta County					
8/12/2022	Sierra County					
8/12/2022	Siskiyou County					
8/12/2022	Solano County					
8/12/2022	Sonoma County	74	72	24	24	
8/12/2022	Stanislaus County					
8/12/2022	Sutter County	20				
8/12/2022	Tehama County					
8/12/2022	Trinity County					
8/12/2022	Tulare County	32	27			
8/12/2022	Tuolumne County	37	37			
8/12/2022	Ventura County	270	267			
8/12/2022	Wilton Rancheria Tr					
8/12/2022	Yolo County	68	66			
8/12/2022	Yuba County					
8/19/2022	Alameda County	669	311	91	91	
8/19/2022	Alpine County					
8/19/2022	Amador County					
8/19/2022	Bishop Paiute Triba					
8/19/2022	Butte County					
8/19/2022	Calaveras County	30				
8/19/2022	Colusa County					
8/19/2022	Contra Costa County	309	179			
8/19/2022	Del Norte County	36	25			
8/19/2022	El Dorado County					
8/19/2022	Fresno County	116	96	28	28	
8/19/2022	Glenn County					
8/19/2022	Hoopa Valley Tribe					
8/19/2022	Humboldt County			15		
8/19/2022	Imperial County			80	79	
8/19/2022	Inyo County	13				
8/19/2022	Kern County			15	15	
8/19/2022	Kings County	65	52			
8/19/2022	Lake County					
8/19/2022	Lassen County					
8/19/2022	Los Angeles County	1,004	841	651	651	
8/19/2022	Madera County					
8/19/2022	Marin County			44		
8/19/2022	Mariposa County					
8/19/2022	Mendocino County	31	31			
8/19/2022	Merced County					
8/19/2022	Modoc County					
8/19/2022	Mono County					
8/19/2022	Monterey County	53	53	108	15	
8/19/2022	Napa County			18	12	
8/19/2022	Nevada County					
8/19/2022	Northern Circle	15	15			
8/19/2022	Orange County	150	22	78	78	
8/19/2022	Placer County	85	28	12	12	
8/19/2022	Plumas County					
8/19/2022	Riverside County	60	60	15	15	
8/19/2022	Sacramento County	220	165	63	63	
8/19/2022	San Benito County					
8/19/2022	San Bernardino Coun	130	109	20		20
8/19/2022	San Diego County	160	160	44	44	
8/19/2022	San Francisco Count	1,613	861	91	91	
8/19/2022	San Joaquin County					
8/19/2022	San Luis Obispo Cou	109		14	14	
8/19/2022	San Mateo County	72	59			
8/19/2022	Santa Barbara Count					
8/19/2022	Santa Clara County	221	23	105	12	
8/19/2022	Santa Cruz County			35		12
8/19/2022	Shasta County					
8/19/2022	Sierra County					
8/19/2022	Siskiyou County					
8/19/2022	Solano County					
8/19/2022	Sonoma County	74	72	24	24	
8/19/2022	Stanislaus County					
8/19/2022	Sutter County	19				
8/19/2022	Tehama County					
8/19/2022	Trinity County					
8/19/2022	Tulare County	32	27			
8/19/2022	Tuolumne County	37	37			
8/19/2022	Ventura County	270	269			
8/19/2022	Wilton Rancheria Tr					
8/19/2022	Yolo County	69	68			
8/19/2022	Yuba County					
8/26/2022	Alameda County	652	326	91	91	
8/26/2022	Alpine County					
8/26/2022	Amador County					
8/26/2022	Bishop Paiute Triba					
8/26/2022	Butte County					
8/26/2022	Calaveras County	30				
8/26/2022	Colusa County					
8/26/2022	Contra Costa County	309	179			
8/26/2022	Del Norte County	36	25			
8/26/2022	El Dorado County					
8/26/2022	Fresno County	116	96	28	28	
8/26/2022	Glenn County					
8/26/2022	Hoopa Valley Tribe					
8/26/2022	Humboldt County			15		
8/26/2022	Imperial County			80	79	
8/26/2022	Inyo County	13				
8/26/2022	Kern County			15	15	
8/26/2022	Kings County	65	53			
8/26/2022	Lake County					
8/26/2022	Lassen County					
8/26/2022	Los Angeles County	1,004	817	651	651	
8/26/2022	Madera County					
8/26/2022	Marin County			44		
8/26/2022	Mariposa County					
8/26/2022	Mendocino County	31	31			
8/26/2022	Merced County					
8/26/2022	Modoc County					
8/26/2022	Mono County					
8/26/2022	Monterey County	52	52	108	15	
8/26/2022	Napa County			18	12	
8/26/2022	Nevada County	14	14			
8/26/2022	Northern Circle	26	26			
8/26/2022	Orange County	150	39	78	78	
8/26/2022	Placer County	85	28	12	12	
8/26/2022	Plumas County					
8/26/2022	Riverside County	60	60	15	15	
8/26/2022	Sacramento County	220	165	63	63	
8/26/2022	San Benito County					
8/26/2022	San Bernardino Coun	130	102	20		20
8/26/2022	San Diego County	160	160	44	44	
8/26/2022	San Francisco Count	1,613	822	91	91	
8/26/2022	San Joaquin County					
8/26/2022	San Luis Obispo Cou	109		14	14	
8/26/2022	San Mateo County	51	41			
8/26/2022	Santa Barbara Count					
8/26/2022	Santa Clara County	221	23	105	12	
8/26/2022	Santa Cruz County			35		12
8/26/2022	Shasta County					
8/26/2022	Sierra County					
8/26/2022	Siskiyou County					
8/26/2022	Solano County					
8/26/2022	Sonoma County	74	72	24	24	
8/26/2022	Stanislaus County					
8/26/2022	Sutter County	19				
8/26/2022	Tehama County					
8/26/2022	Trinity County					
8/26/2022	Tulare County	32	27			
8/26/2022	Tuolumne County	37	37			
8/26/2022	Ventura County	270	269			
8/26/2022	Wilton Rancheria Tr					
8/26/2022	Yolo County	69	69			
8/26/2022	Yuba County					
9/2/2022	Alameda County	359	264	91	91	
9/2/2022	Alpine County					
9/2/2022	Amador County					
9/2/2022	Bishop Paiute Triba					
9/2/2022	Butte County					
9/2/2022	Calaveras County	30				
9/2/2022	Colusa County					
9/2/2022	Contra Costa County	309	177			
9/2/2022	Del Norte County	36	26			
9/2/2022	El Dorado County					
9/2/2022	Fresno County			28	28	
9/2/2022	Glenn County					
9/2/2022	Hoopa Valley Tribe					
9/2/2022	Humboldt County			15		
9/2/2022	Imperial County			80	79	
9/2/2022	Inyo County	13				
9/2/2022	Kern County			15	15	
9/2/2022	Kings County	65	52			
9/2/2022	Lake County					
9/2/2022	Lassen County					
9/2/2022	Los Angeles County	1,004	796	651	651	
9/2/2022	Madera County					
9/2/2022	Marin County			44		
9/2/2022	Mariposa County					
9/2/2022	Mendocino County	31	31			
9/2/2022	Merced County					
9/2/2022	Modoc County					
9/2/2022	Mono County					
9/2/2022	Monterey County	51	51	108	15	
9/2/2022	Napa County			18	12	
9/2/2022	Nevada County	14	14			
9/2/2022	Northern Circle	24	24			
9/2/2022	Orange County	150	24	78	78	
9/2/2022	Placer County	85	20	12	12	
9/2/2022	Plumas County					
9/2/2022	Riverside County	60	60	15	15	
9/2/2022	Sacramento County	220	165	63	63	
9/2/2022	San Benito County					
9/2/2022	San Bernardino Coun	130	102	20		20
9/2/2022	San Diego County	160	160	44	44	
9/2/2022	San Francisco Count	1,613	807	91	91	
9/2/2022	San Joaquin County					
9/2/2022	San Luis Obispo Cou	109		14	14	
9/2/2022	San Mateo County	53	45			
9/2/2022	Santa Barbara Count					
9/2/2022	Santa Clara County	221	23	105	12	
9/2/2022	Santa Cruz County			35		12
9/2/2022	Shasta County					
9/2/2022	Sierra County					
9/2/2022	Siskiyou County					
9/2/2022	Solano County					
9/2/2022	Sonoma County	74	72	24	24	
9/2/2022	Stanislaus County					
9/2/2022	Sutter County	19				
9/2/2022	Tehama County					
9/2/2022	Trinity County					
9/2/2022	Tulare County	32	27			
9/2/2022	Tuolumne County	37	37			
9/2/2022	Ventura County	270	269			
9/2/2022	Wilton Rancheria Tr					
9/2/2022	Yolo County	66	64			
9/2/2022	Yuba County					
9/9/2022	Alameda County	359	261	91	91	
9/9/2022	Alpine County					
9/9/2022	Amador County					
9/9/2022	Bishop Paiute Triba					
9/9/2022	Butte County					
9/9/2022	Calaveras County	30				
9/9/2022	Colusa County					
9/9/2022	Contra Costa County	309	179			
9/9/2022	Del Norte County	36	26			
9/9/2022	Dry Creek Rancheria					
9/9/2022	El Dorado County					
9/9/2022	Fresno County			28	28	
9/9/2022	Glenn County					
9/9/2022	Hoopa Valley Tribe					
9/9/2022	Humboldt County			15		
9/9/2022	Imperial County			80	79	
9/9/2022	Inyo County	13				
9/9/2022	Kern County			15	15	
9/9/2022	Kings County	65	53			
9/9/2022	Lake County					
9/9/2022	Lassen County					
9/9/2022	Los Angeles County	1,004	797	651	651	
9/9/2022	Madera County					
9/9/2022	Marin County			44		
9/9/2022	Mariposa County					
9/9/2022	Mendocino County	31	31			
9/9/2022	Merced County					
9/9/2022	Modoc County					
9/9/2022	Mono County					
9/9/2022	Monterey County	52	52	108	15	
9/9/2022	Napa County			18	12	
9/9/2022	Nevada County	14	14			
9/9/2022	Northern Circle	24	24			
9/9/2022	Orange County	50		78	78	
9/9/2022	Placer County	85	20	12	12	
9/9/2022	Plumas County					
9/9/2022	Riverside County	66	66	15	15	
9/9/2022	Sacramento County	220	165	63	63	
9/9/2022	San Benito County					
9/9/2022	San Bernardino Coun	130	102	20		20
9/9/2022	San Diego County	160	160	44	44	
9/9/2022	San Francisco Count	1,613	776	91	91	
9/9/2022	San Joaquin County					
9/9/2022	San Luis Obispo Cou	109		14	14	
9/9/2022	San Mateo County	53	46			
9/9/2022	Santa Barbara Count					
9/9/2022	Santa Clara County	221	23	105	12	
9/9/2022	Santa Cruz County			35		12
9/9/2022	Shasta County					
9/9/2022	Sierra County					
9/9/2022	Siskiyou County					
9/9/2022	Solano County					
9/9/2022	Sonoma County	74	72	24	24	
9/9/2022	Stanislaus County					
9/9/2022	Sutter County	19				
9/9/2022	Tehama County					
9/9/2022	Trinity County					
9/9/2022	Tulare County	32	27			
9/9/2022	Tuolumne County	37	37			
9/9/2022	Ventura County	270	269			
9/9/2022	Wilton Rancheria Tr					
